(0,0)
(0,0)
(1,0)
(2,0)
(2,1)
(2,2)
(2,3)
(2,4)
(2,5)
(2,6)
(2,6)
(2,7)
(2,8)
(2,9)
(2,10)
(2,11)
(2,12)
(2,13)
(2,13)
(2,14)
(2,15)
(2,16)
(2,17)
(2,18)
(2,19)
(2,20)
(2,21)
(2,22)
(2,23)
(2,24)
(2,25)
(2,26)
(2,27)
(2,28)
(2,29)
(2,30)
(2,31)
(2,32)
(2,33)
(2,33)
(2,34)
(2,35)
(2,36)
(2,37)
(2,38)
(2,39)
(2,40)
(2,41)
(2,41)
(2,42)
(2,43)
(2,44)
(2,45)
(2,46)
(2,47)
(2,48)
(2,49)
(2,50)
(2,51)
(2,52)
(2,53)
(2,54)
(2,55)
(2,56)
(2,57)
(2,58)
(2,59)
(2,60)
(2,60)
(2,61)
(2,62)
(2,63)
(2,64)
(2,65)
(2,66)
(2,67)
(2,68)
(2,69)
(2,70)
(2,71)
(2,72)
(2,73)
(2,74)
(2,75)
(2,75)
(3,75)
(4,75)
(4,76)
(4,77)
(4,78)
(4,79)
(4,80)
(4,81)
(4,82)
(4,83)
(4,83)
(5,83)
(5,84)
(5,85)
(5,86)
(5,87)
(5,88)
(5,89)
(5,90)
(5,91)
(5,92)
(5,93)
(5,94)
(5,95)
(5,96)
(5,97)
(5,98)
(5,98)
(6,98)
(6,99)
(6,99)
(7,99)
(8,99)
(9,99)
(10,99)
(11,99)
(12,99)
(13,99)
(13,100)
(13,101)
(13,102)
(13,103)
(13,104)
(13,105)
(13,106)
(13,107)
(13,108)
(13,109)
(13,110)
(13,111)
(13,112)
(13,113)
(13,114)
(13,114)
(14,114)
(15,114)
(16,114)
(16,115)
(16,116)
(16,117)
(16,118)
(16,119)
(16,120)
(16,121)
(16,122)
(16,123)
(16,124)
(16,125)
(16,126)
(16,127)
(16,128)
(16,129)
(16,129)
(17,129)
(18,129)
(18,130)
(18,131)
(18,132)
(18,133)
(18,134)
(18,135)
(18,136)
(18,137)
(18,138)
(18,139)
(18,140)
(18,141)
(18,142)
(18,143)
(18,144)
(18,145)
(18,146)
(18,146)
(19,146)
(20,146)
(21,146)
(22,146)
(23,146)
(24,146)
(25,146)
(26,146)
(27,146)
(28,146)
(29,146)
(30,146)
(31,146)
(32,146)
(33,146)
(34,146)
(34,147)
(34,148)
(34,149)
(34,150)
(34,151)
(34,151)
(35,151)
(36,151)
(37,151)
(38,151)
(39,151)
(40,151)
(41,151)
(42,151)
(43,151)
(43,152)
(43,153)
(43,154)
(43,155)
(43,156)
(43,157)
(43,158)
(43,159)
(43,160)
(43,160)
(44,160)
(45,160)
(46,160)
(47,160)
(48,160)
(49,160)
(50,160)
